"invoiceno","stockcode","description","quantity","invoicedate","unitprice","customerid","country"
"574683","23015",brown bread,"9","11/11/2011 14:03","2.38","13595.0",EIRE
"578662","23503",brown bread,"1","11/11/2011 14:03","2.73","",United Kingdom
"571728","84997D",brown bread,"0","11/11/2011 14:50","3.92","17876.0",United Kingdom
"536375","90024B",brown bread,"9","11/11/2011 15:24","3.32","12760.0",United Kingdom
"579188","20678",brown bread,"2","11/11/2011 15:49","0.71","16763.0",United Kingdom
"573116","90024B",brown bread,"0","11/11/2011 15:49","3.62","",United Kingdom
"577980","20678",brown bread,"1","11/11/2011 16:57","8.93","17949.0",United Kingdom
"573992","23015",brown bread,"0","11/11/2011 16:57","2.98","",United Kingdom
"572035","21717",brown bread,"2","11/11/2011 8:19","3.9","12865.0",Portugal
"574258","23508",brown bread,"21","11/1/2011 10:04","0.72","17856.0",United Kingdom
"539075","90024B",brown bread,"1","1/11/2011 10:38","4.56","17307.0",United Kingdom
"543542","90024B",brown bread,"7","1/11/2011 11:18","7.82","17240.0",United Kingdom
"572567","23015",brown bread,"0","11/1/2011 12:12","14.99","17747.0",United Kingdom
"549813","84531A",brown bread,"6","1/11/2011 12:29","0.76","16079.0",United Kingdom
"580550","84531B",brown bread,"2","1/11/2011 12:41","2.19","",United Kingdom
"572224","90024B",brown bread,"3","11/1/2011 13:20","0.86","",United Kingdom
"537641","21717",brown bread,"1","11/1/2011 13:20","0.9","",United Kingdom
"548757","23508",brown bread,"0","1/11/2011 13:31","2.58","",United Kingdom
"571187","23503",brown bread,"5","11/1/2011 13:57","3.5","17896.0",United Kingdom
"565675","23503",brown bread,"6","11/1/2011 14:35","1.97","16831.0",United Kingdom
"575211","23508",brown bread,"1","11/1/2011 14:54","3.59","",United Kingdom
"573355","23015",brown bread,"4","11/1/2011 14:54","2.78","16097.0",United Kingdom
"566433","23508",brown bread,"2","11/1/2011 15:19","0.58","17951.0",United Kingdom
"570843","23508",brown bread,"5","11/1/2011 15:26","3.39","17247.0",United Kingdom
"544301","90024B",brown bread,"2","11/1/2011 15:34","0.89","17132.0",United Kingdom
"573146","23015",brown bread,"1","11/1/2011 15:34","2.83","14569.0",United Kingdom
"571652","23015",brown bread,"0","11/1/2011 15:55","3.38","",United Kingdom
"578676","71459",brown bread,"2","11/13/2011 11:30","0.42","15579.0",United Kingdom
"573585","23503",brown bread,"3","11/13/2011 11:39","4.48","",United Kingdom
"573585","23015",brown bread,"1","11/13/2011 13:03","1.68","17773.0",United Kingdom
"538567","90024B",brown bread,"20","11/13/2011 13:27","1.14","15824.0",United Kingdom
"581104","23503",brown bread,"1","11/13/2011 13:39","1.08","14822.0",United Kingdom
"543200","84997D",brown bread,"0","11/13/2011 13:39","3.95","",United Kingdom
"572183","23015",brown bread,"5","11/13/2011 14:09","2.75","",United Kingdom
"571061","23015",brown bread,"2","11/13/2011 14:11","3.52","15308.0",United Kingdom
"543277","23508",brown bread,"0","11/13/2011 14:18","7.77","14717.0",United Kingdom
"573411","23503",brown bread,"4","11/13/2011 14:31","3.77","15299.0",United Kingdom
"581099","23503",brown bread,"7","11/13/2011 15:04","1.24","18195.0",United Kingdom
"574726","23015",brown bread,"2","11/13/2011 15:19","3.97","",United Kingdom
"579283","23015",brown bread,"1","11/13/2011 15:30","1.51","17816.0",United Kingdom
"577403","23015",brown bread,"6","11/14/2011 10:45","1.25","13173.0",United Kingdom
"576070","23015",brown bread,"10","11/14/2011 10:45","2.4","12819.0",Japan
"572323","90024B",brown bread,"22","11/14/2011 11:11","2.13","15306.0",United Kingdom
"578429","90024B",brown bread,"1","11/14/2011 12:45","2.32","15882.0",United Kingdom
"549102","23015",brown bread,"2","11/14/2011 12:56","7.57","14971.0",United Kingdom
"567879","23484",brown bread,"2","11/14/2011 13:40","0.54","13776.0",United Kingdom
"572329","71459",brown bread,"3","11/14/2011 13:42","6.69","15870.0",United Kingdom
"559011","23015",brown bread,"2","11/14/2011 14:18","1.03","18134.0",United Kingdom
"571793","23503",brown bread,"7","11/14/2011 14:24","0.98","15444.0",United Kingdom
"566635","23503",brown bread,"1","11/14/2011 14:24","8.1","16960.0",United Kingdom
"579546","23508",brown bread,"23","11/14/2011 8:28","0.84","17786.0",United Kingdom
"578433","71459",brown bread,"5","11/14/2011 8:56","1.16","16792.0",United Kingdom
"575728","23503",brown bread,"22","11/14/2011 9:00","0.94","17390.0",United Kingdom
"548732","90024B",brown bread,"4","11/15/2011 10:13","4.58","16147.0",United Kingdom
"576593","90024B",brown bread,"19","11/15/2011 11:30","0.98","17651.0",United Kingdom
"547863","47503J",brown bread,"63","11/15/2011 11:56","0.56","14719.0",United Kingdom
"579250","23015",brown bread,"1","11/15/2011 12:25","3.37","18054.0",United Kingdom
"575751","84997D",brown bread,"2","11/15/2011 12:34","9.21","17010.0",United Kingdom
"576246","17109D",brown bread,"5","11/15/2011 13:19","3.52","16884.0",United Kingdom
"579840","23015",brown bread,"6","11/15/2011 13:27","0.85","12540.0",Germany
"577488","23503",brown bread,"5","11/15/2011 13:55","0.86","14748.0",United Kingdom
"578273","20678",brown bread,"2","11/15/2011 14:47","1.11","15866.0",United Kingdom
"577844","23015",brown bread,"2","11/15/2011 14:57","2.95","",United Kingdom
"579666","23015",brown bread,"1","11/15/2011 16:30","3.08","17608.0",United Kingdom
"554989","20678",brown bread,"7","11/15/2011 8:00","1.1","17200.0",United Kingdom
"576626","23503",brown bread,"6","11/15/2011 9:15","3.35","13114.0",United Kingdom
"579751","23503",brown bread,"2","11/15/2011 9:26","4.27","15625.0",United Kingdom
"577166","23503",brown bread,"23","11/15/2011 9:26","0.94","17851.0",United Kingdom
"580552","23015",brown bread,"2","11/15/2011 9:32","0.59","15305.0",United Kingdom
"551133","84531A",brown bread,"2","11/16/2011 10:14","0.97","14552.0",United Kingdom
"576567","20724",brown bread,"1","11/16/2011 11:03","4.29","",United Kingdom
"571061","71459",brown bread,"4","11/16/2011 11:31","2.93","15850.0",United Kingdom
"573585","84531A",brown bread,"2","11/16/2011 12:26","3.56","16239.0",Finland
"576086","71459",brown bread,"5","11/16/2011 12:26","0.71","17866.0",United Kingdom
"565456","23503",brown bread,"21","11/16/2011 13:13","0.74","17284.0",United Kingdom
"577476","84997d",brown bread,"16","11/16/2011 15:23","4.46","",United Kingdom
"576328","23484",brown bread,"10","11/16/2011 15:33","0.78","15026.0",United Kingdom
"576574","23015",brown bread,"0","11/16/2011 15:41","3.09","",United Kingdom
"579506","84531A",brown bread,"5","11/16/2011 15:56","2.94","14015.0",United Kingdom
"545148","23508",brown bread,"8","11/16/2011 16:06","1.0","16851.0",United Kingdom
"561453","90024B",brown bread,"9","11/16/2011 16:06","0.28","13143.0",United Kingdom
"576463","90024B",brown bread,"4","11/16/2011 16:18","3.02","17341.0",United Kingdom
"578037","23015",brown bread,"6","11/16/2011 16:18","3.86","12428.0",Belgium
"578285","23015",brown bread,"1","11/16/2011 16:20","7.54","17492.0",United Kingdom
"541038","90024B",brown bread,"3","11/16/2011 17:10","2.28","",United Kingdom
"578928","20665",brown bread,"7","11/16/2011 8:37","1.42","14161.0",United Kingdom
"553184","23503",brown bread,"1","11/17/2011 10:51","2.8","16165.0",United Kingdom
"576672","23015",brown bread,"1","11/17/2011 10:59","2.86","17487.0",United Kingdom
"572617","23484",brown bread,"11","11/17/2011 12:00","1.53","17137.0",United Kingdom
"576787",CRUK,brown bread,"8","11/17/2011 12:21","1.44","17294.0",Iceland
"575604","85160a",brown bread,"6","11/17/2011 13:59","1.22","16707.0",United Kingdom
"577050","90024B",brown bread,"26","11/17/2011 14:24","1.2","17957.0",United Kingdom
"577022","23015",brown bread,"11","11/17/2011 14:26","0.69","17783.0",United Kingdom
C577513,"84531A",brown bread,"4","11/17/2011 14:36","3.45","17557.0",United Kingdom
"543518","23015",brown bread,"4","11/17/2011 14:40","2.31","13011.0",United Kingdom
"575703","23015",brown bread,"6","11/17/2011 15:16","1.48","16985.0",United Kingdom
"544657",CRUK,brown bread,"45","11/17/2011 15:17","1.74","16939.0",United Kingdom
"579442","23015",brown bread,"1","11/17/2011 15:24","2.56","13099.0",United Kingdom
"580639","17109D",brown bread,"5","11/17/2011 16:43","4.52","14475.0",United Kingdom
"575971","21212",brown bread,"1","11/17/2011 19:48","4.35","13548.0",United Kingdom
"578631","23015",brown bread,"7","11/18/2011 10:27","2.38","15459.0",United Kingdom
"580162","90024B",brown bread,"2","11/18/2011 13:16","2.88","",United Kingdom
"577060","23484",brown bread,"2","11/18/2011 14:40","2.45","",United Kingdom
"576677","23015",brown bread,"3","11/18/2011 15:41","3.41","",United Kingdom
"568828","23503",brown bread,"1","11/18/2011 15:53","2.59","17888.0",United Kingdom
"579267","90024B",brown bread,"3","11/18/2011 15:54","3.87","",United Kingdom
"576246","17109D",brown bread,"1","11/18/2011 17:20","1.18","14832.0",United Kingdom
"577161","23015",brown bread,"1","11/18/2011 17:20","9.17","17171.0",United Kingdom
"576563","23015",brown bread,"0","11/18/2011 8:56","3.59","17710.0",United Kingdom
"579749","90024B",brown bread,"0","11/18/2011 9:11","5.13","",United Kingdom
"572836","84531A",brown bread,"1","11/18/2011 9:53","4.45","",United Kingdom
"560504","90024B",brown bread,"6","11/18/2011 9:57","2.91","15976.0",United Kingdom
"543107","84997d",brown bread,"25","11/20/2011 10:29","0.97","15982.0",United Kingdom
"577800","23015",brown bread,"1","11/20/2011 10:51","2.27","17207.0",United Kingdom
"577500","90024B",brown bread,"4","11/20/2011 12:00","4.18","17737.0",United Kingdom
"575975","84531A",brown bread,"10","11/20/2011 12:12","1.36","16784.0",United Kingdom
"548451","22947",brown bread,"4","11/20/2011 12:20","1.13","17497.0",United Kingdom
"541018","23484",brown bread,"23","11/20/2011 12:20","0.83","12616.0",Germany
C538643,"23503",brown bread,"6","11/20/2011 12:20","0.63","14544.0",United Kingdom
"576084","23503",brown bread,"4","11/20/2011 12:30","2.6","",United Kingdom
"576078","21717",brown bread,"8","11/20/2011 12:42","1.41","17924.0",United Kingdom
"576073","90024B",brown bread,"1","11/20/2011 12:42","1.2","15897.0",United Kingdom
"579393","23503",brown bread,"0","11/20/2011 14:04","3.39","",United Kingdom
"576328","20678",brown bread,"1","11/20/2011 14:04","1.48","",United Kingdom
"552312","23015",brown bread,"4","11/20/2011 14:14","3.72","15573.0",United Kingdom
"577357","23503",brown bread,"1","11/20/2011 14:14","4.3","",United Kingdom
"556244","23503",brown bread,"2","11/20/2011 14:17","4.42","17983.0",United Kingdom
"575765","23503",brown bread,"1","11/20/2011 14:28","4.51","17159.0",United Kingdom
"578998","23508",brown bread,"1","11/20/2011 15:21","4.05","17933.0",United Kingdom
"547485","20678",brown bread,"24","11/20/2011 15:35","0.64","15253.0",United Kingdom
"577831","90024B",brown bread,"2","11/20/2011 15:35","2.15","18236.0",United Kingdom
"575587","20678",brown bread,"2","11/20/2011 16:07","6.63","17420.0",United Kingdom
"578362","23015",brown bread,"23","11/20/2011 16:12","0.32","17047.0",United Kingdom
"576190","90089",brown bread,"7","11/21/2011 11:50","0.51","18119.0",United Kingdom
"543648","23503",brown bread,"5","11/21/2011 12:40","1.87","16461.0",United Kingdom
"578229","23503",brown bread,"1","11/21/2011 12:40","9.27","17285.0",United Kingdom
"577396","23015",brown bread,"1","11/21/2011 13:36","1.7","17449.0",United Kingdom
"577869","84997d",brown bread,"26","11/21/2011 14:24","0.8","17872.0",United Kingdom
"578488","90024B",brown bread,"31","11/21/2011 14:37","0.36","14877.0",United Kingdom
"576045","23503",brown bread,"1","11/21/2011 15:33","1.4","15045.0",United Kingdom
"578940","23015",brown bread,"26","11/21/2011 15:33","0.16","12758.0",Switzerland
"579694","23015",brown bread,"1","11/21/2011 16:20","7.67","17772.0",United Kingdom
"575948","23503",brown bread,"2","11/21/2011 16:20","6.99","14798.0",United Kingdom
"575587","23015",brown bread,"11","11/21/2011 16:20","1.32","14126.0",United Kingdom
"537359","90024B",brown bread,"3","11/21/2011 16:24","1.24","16809.0",United Kingdom
"579091","23508",brown bread,"2","11/21/2011 16:35","7.64","17485.0",United Kingdom
"573345","90024B",brown bread,"22","11/21/2011 16:48","3.33","12666.0",Germany
"576846","84997D",brown bread,"8","11/21/2011 9:21","2.56","",United Kingdom
"540372","90024B",brown bread,"1","11/21/2011 9:21","1.44","17690.0",United Kingdom
"574279","17109D",brown bread,-1,"11/2/2011 10:07","4.0","",United Kingdom
"577800","23503",brown bread,"7","11/2/2011 10:51","0.76","15463.0",United Kingdom
"579927","20678",brown bread,"3","11/2/2011 10:51","6.88","14041.0",United Kingdom
"579093","23503",brown bread,"1","11/2/2011 11:43","8.56","15152.0",Channel Islands
"575140","90024B",brown bread,"10","1/12/2011 11:52","1.4","17806.0",United Kingdom
"580506","23015",brown bread,"8","1/12/2011 12:00","2.84","13296.0",United Kingdom
"573291","23503",brown bread,"1","11/2/2011 12:20","3.15","15286.0",United Kingdom
"580511","23015",brown bread,"5","1/12/2011 12:31","0.93","17776.0",United Kingdom
"574070","71459",brown bread,"3","11/2/2011 13:18","2.5","17828.0",United Kingdom
"538567","90013C",brown bread,"1","11/2/2011 13:19","1.74","12652.0",United Kingdom
"545589","23503",brown bread,"1","11/2/2011 13:19","3.41","17804.0",United Kingdom
"572081","17109D",brown bread,"4","11/2/2011 15:37","1.42","17860.0",United Kingdom
"560185","23471",brown bread,"3","11/2/2011 16:19","1.27","12594.0",United Kingdom
"575627","21717",brown bread,"23","1/12/2011 9:26","0.96","15624.0",United Kingdom
"542000","20678",brown bread,"4","1/12/2011 9:33","1.44","15700.0",United Kingdom
"573585","23015",brown bread,"5","11/2/2011 9:59","2.22","14049.0",United Kingdom
"574664","23015",brown bread,"0","11/2/2011 9:59","1.56","13964.0",United Kingdom
"575733","23015",brown bread,"5","11/22/2011 11:58","3.43","17485.0",United Kingdom
"578247","90024B",brown bread,"1","11/22/2011 12:09","3.07","17539.0",United Kingdom
"545148","21717",brown bread,"6","11/22/2011 12:24","0.78","17613.0",United Kingdom
"578953","23015",brown bread,"2","11/22/2011 12:52","3.66","16872.0",United Kingdom
"576836","23015",brown bread,"7","11/22/2011 13:07","2.5","17871.0",United Kingdom
"572063","90024B",brown bread,"1","11/22/2011 13:40","3.93","",United Kingdom
"567173","90024B",brown bread,"9","11/22/2011 13:40","2.3","",United Kingdom
"576086","23015",brown bread,"1","11/22/2011 14:00","2.21","14646.0",United Kingdom
"547561","23015",brown bread,"1","11/22/2011 14:39","2.23","15833.0",United Kingdom
"575706","90024B",brown bread,"0","11/22/2011 14:41","4.0","",United Kingdom
C574522,"90024B",brown bread,"5","11/22/2011 15:45","2.87","16777.0",Germany
"577202","23015",brown bread,"2","11/22/2011 16:02","4.18","15823.0",United Kingdom
"579787","23503",brown bread,"8","11/22/2011 16:06","1.27","18056.0",United Kingdom
"540278","90024B",brown bread,"23","11/22/2011 9:34","0.16","17982.0",United Kingdom
"556463","23015",brown bread,"6","11/23/2011 10:01","2.16","17739.0",United Kingdom
"547380","23508",brown bread,"0","11/23/2011 10:23","8.9","",United Kingdom
"575929","23498",brown bread,"1","11/23/2011 10:30","2.95","",United Kingdom
"578369","23015",brown bread,"2","11/23/2011 11:11","3.83","",United Kingdom
"578054","23015",brown bread,"1","11/23/2011 11:22","3.59","17730.0",United Kingdom
"539933","47503J",brown bread,"11","11/23/2011 11:37","0.88","17399.0",United Kingdom
"569579","23015",brown bread,"4","11/23/2011 11:37","2.97","15286.0",United Kingdom
"540801","17109D",brown bread,"2","11/23/2011 11:54","2.73","",United Kingdom
"571636","90024B",brown bread,"2","11/23/2011 11:54","3.55","",United Kingdom
"542626","90024B",brown bread,"1","11/23/2011 11:54","3.24","",United Kingdom
"575744","23503",brown bread,"6","11/23/2011 12:36","2.71","15083.0",United Kingdom
"547102","23536",brown bread,"2","11/23/2011 12:36","2.72","17479.0",United Kingdom
"543292","23508",brown bread,"5","11/23/2011 13:34","2.9","14911.0",United Kingdom
"578067","23015",brown bread,"6","11/23/2011 13:39","2.89","17311.0",United Kingdom
"546754","23503",brown bread,"6","11/23/2011 13:53","2.61","12641.0",Norway
"575369","71459",brown bread,"57","11/23/2011 14:07","3.23","17457.0",United Kingdom
"578522",CRUK,brown bread,"2","11/23/2011 15:44","4.0","17877.0",United Kingdom
"579941","90024B",brown bread,"7","11/23/2011 15:46","1.18","12546.0",France
"547488","23503",brown bread,"2","11/23/2011 17:32","7.48","",United Kingdom
"540415","23508",brown bread,"8","11/23/2011 9:28","0.8","16626.0",United Kingdom
"564627","23503",brown bread,"0","11/24/2011 10:13","1.97","17881.0",United Kingdom
"544801","23503",brown bread,"3","11/24/2011 10:40","0.96","15078.0",United Kingdom
"578005","17109D",brown bread,"2","11/24/2011 12:12","8.67","15733.0",United Kingdom
"573588","23015",brown bread,"2","11/24/2011 12:12","2.94","17790.0",United Kingdom
"578516","23015",brown bread,"2","11/24/2011 12:21","3.65","15918.0",United Kingdom
"578620","23503",brown bread,"2","11/24/2011 12:53","7.42","15673.0",United Kingdom
"572193","23508",brown bread,"2","11/24/2011 13:56","3.75","",United Kingdom
"571302","17109D",brown bread,"1","11/24/2011 15:01","5.12","16291.0",United Kingdom
"541225","90089",brown bread,"1","11/24/2011 15:05","1.76","",United Kingdom
"578665","21212",brown bread,"2","11/24/2011 9:26","10.3","17578.0",United Kingdom
"578631","23576",brown bread,"0","11/24/2011 9:26","8.07","17008.0",United Kingdom
"574053","23503",brown bread,"6","11/24/2011 9:50","2.75","12834.0",United Kingdom
"544910","23015",brown bread,"10","11/25/2011 12:24","1.3","12718.0",France
"579151","23015",brown bread,"6","11/25/2011 12:57","6.99","15699.0",United Kingdom
"578806","17109D",brown bread,"2","11/25/2011 13:47","2.23","17259.0",United Kingdom
"578066","23471",brown bread,"1","11/25/2011 14:00","1.13","13363.0",United Kingdom
"576071","90024B",brown bread,"4","11/25/2011 14:24","3.09","12722.0",United Kingdom
"571197","23503",brown bread,"2","11/25/2011 17:27","3.88","",United Kingdom
"536806","23508",brown bread,"2","11/25/2011 8:41","8.81","18086.0",United Kingdom
"575698","90024B",brown bread,"1","11/27/2011 11:22","1.06","14010.0",United Kingdom
"573585","84997D",brown bread,"5","11/27/2011 12:24","3.89","",United Kingdom
"579881","23015",brown bread,"1","11/27/2011 12:24","2.9","16968.0",United Kingdom
"580360","23508",brown bread,"1","11/27/2011 12:24","3.16","",United Kingdom
"576238","21717",brown bread,"2","11/27/2011 12:29","0.98","",United Kingdom
"569714","23503",brown bread,"3","11/27/2011 13:00","1.06","16595.0",United Kingdom
"547684","23508",brown bread,"6","11/27/2011 14:40","2.78","15799.0",United Kingdom
"556781","23503",brown bread,-1,"11/27/2011 15:44","2.92","17735.0",United Kingdom
"575693","23484",brown bread,"1","11/28/2011 10:31","15.8","",United Kingdom
C567947,"23503",brown bread,"1","11/28/2011 10:35","8.53","17007.0",United Kingdom
"578335","23503",brown bread,"20","11/28/2011 10:35","8.25","14083.0",United Kingdom
"565920","23508",brown bread,"25","11/28/2011 11:00","2.37","15154.0",EIRE
C558698,"71459",brown bread,"1","11/28/2011 12:22","11.9","",United Kingdom
"553095","23015",brown bread,"1","11/28/2011 12:35","3.97","14666.0",United Kingdom
C581468,"23503",brown bread,"2","11/28/2011 12:35","1.69","16271.0",United Kingdom
"578664","17109D",brown bread,"0","11/28/2011 13:13","3.16","15646.0",United Kingdom
"579749","90024B",brown bread,"1","11/28/2011 13:20","4.06","17155.0",United Kingdom
"570693","17109D",brown bread,"7","11/28/2011 13:25","3.01","",United Kingdom
"576078","23503",brown bread,"9","11/28/2011 14:06","3.04","14596.0",Netherlands
"574085","20678",brown bread,"10","11/28/2011 15:54","2.61","15994.0",United Kingdom
"575587","23503",brown bread,"22","11/28/2011 9:11","0.73","15029.0",United Kingdom
"543975","90024B",brown bread,"3","11/29/2011 11:32","3.18","15080.0",United Kingdom
"570862","23015",brown bread,"3","11/29/2011 13:01","1.86","16899.0",United Kingdom
"579605","23503",brown bread,"1","11/29/2011 13:04","6.5","12818.0",France
"580600","90024B",brown bread,"1","11/29/2011 14:14","3.86","12423.0",Germany
"580519","23015",brown bread,"1","11/29/2011 14:20","4.65","17021.0",United Kingdom
"573585","23015",brown bread,"7","11/29/2011 15:22","1.71","16327.0",United Kingdom
"539321","84531A",brown bread,"7","11/29/2011 15:24","2.84","16411.0",United Kingdom
"540849","84997d",brown bread,"3","11/29/2011 15:39","1.47","",United Kingdom
"577823","23503",brown bread,"4","11/29/2011 15:59","2.41","",United Kingdom
"576406","17109D",brown bread,"1","11/29/2011 16:23","2.57","16719.0",United Kingdom
"576575","23015",brown bread,"8","11/29/2011 16:33","2.76","16736.0",United Kingdom
"572863","23503",brown bread,"0","11/29/2011 16:47","9.63","",United Kingdom
"579393","23503",brown bread,"3","11/29/2011 16:47","3.08","14989.0",United Kingdom
"579413","84531A",brown bread,"1","11/29/2011 17:52","2.31","16932.0",United Kingdom
"578815","17109D",brown bread,"7","11/29/2011 18:05","1.0","17169.0",United Kingdom
"578509","90057",brown bread,"11","11/29/2011 9:14","2.56","16159.0",United Kingdom
"555746","90024B",brown bread,"6","11/29/2011 9:14","4.04","",United Kingdom
"549287","23508",brown bread,"3","11/29/2011 9:48","7.72","17177.0",United Kingdom
"569403","23015",brown bread,"2","11/30/2011 10:11","1.04","17789.0",United Kingdom
"544097","23484",brown bread,"3","11/30/2011 10:49","6.61","",United Kingdom
"548710","90024B",brown bread,-2,"11/30/2011 11:30","3.22","14058.0",United Kingdom
"538524","23508",brown bread,"0","11/30/2011 11:48","2.36","",United Kingdom
"577142","20678",brown bread,"1","11/30/2011 11:49","3.77","15707.0",United Kingdom
"579605","23503",brown bread,"1","11/30/2011 12:59","2.7","15324.0",United Kingdom
"572472","23015",brown bread,"10","11/30/2011 14:09","2.32","13452.0",United Kingdom
"578031","23471",brown bread,"1","11/30/2011 14:16","2.75","17010.0",United Kingdom
"547564","22947",brown bread,"4","11/30/2011 14:33","1.61","17938.0",United Kingdom
"578289","21212",brown bread,"1","11/30/2011 14:46","0.96","13365.0",United Kingdom
"572930","23503",brown bread,"1","11/30/2011 16:26","4.05","",United Kingdom
"543022","90024B",brown bread,"6","11/30/2011 16:41","2.19","17828.0",United Kingdom
"560445","23015",brown bread,"9","11/30/2011 16:54","2.13","16541.0",United Kingdom
"579885","23503",brown bread,"3","11/30/2011 16:54","2.84","17517.0",United Kingdom
"577523","23508",brown bread,"7","11/30/2011 17:12","4.26","12578.0",Norway
"581149","23503",brown bread,"1","11/30/2011 17:12","9.2","15778.0",United Kingdom
"549317","23015",brown bread,"0","11/30/2011 9:24","1.44","",United Kingdom
"545064","23015",brown bread,"8","1/13/2011 10:43","1.34","17932.0",United Kingdom
"570511","84997D",brown bread,"0","11/3/2011 13:22","6.1","",United Kingdom
"537654","23503",brown bread,"0","1/13/2011 13:36","9.46","15299.0",United Kingdom
"540265","23015",brown bread,"2","1/13/2011 14:24","1.59","17168.0",United Kingdom
"574273","23015",brown bread,"4","11/3/2011 14:42","0.88","17601.0",United Kingdom
"549691","90024B",brown bread,"2","11/3/2011 15:09","2.52","",United Kingdom
C539574,"21717",brown bread,"32","11/3/2011 15:18","0.93","16839.0",United Kingdom
"573763","20678",brown bread,"2","11/3/2011 15:47","2.0","15315.0",United Kingdom
"538524","23015",brown bread,"1","11/3/2011 16:45","2.23","",United Kingdom
"578308","23015",brown bread,"5","11/3/2011 16:56","2.28","16614.0",United Kingdom
"581114","90024B",brown bread,"2","11/3/2011 9:56","1.11","",United Kingdom
"577527","20678",brown bread,"1","11/4/2011 10:08","1.02","16948.0",United Kingdom
"571729","23015",brown bread,"6","11/4/2011 10:59","7.54","14916.0",Netherlands
"552271","23503",brown bread,"6","11/4/2011 10:59","1.04","15608.0",United Kingdom
"571937","23503",brown bread,"2","11/4/2011 11:40","3.11","",United Kingdom
"580399","20678",brown bread,"3","11/4/2011 12:56","2.47","",United Kingdom
"581403","84997D",brown bread,"1","11/4/2011 12:56","2.99","17753.0",United Kingdom
"556188","23484",brown bread,"25","11/4/2011 13:26","0.45","15041.0",United Kingdom
"575017","90024B",brown bread,"1","1/14/2011 13:41","2.36","18011.0",United Kingdom
"572287","20678",brown bread,"9","11/4/2011 13:44","2.39","16419.0",United Kingdom
"573164","90024B",brown bread,"3","11/4/2011 13:51","7.64","16327.0",United Kingdom
"580419","23508",brown bread,"0","1/14/2011 14:06","1.9","15612.0",United Kingdom
"574286","23508",brown bread,"4","11/4/2011 14:07","2.48","18000.0",United Kingdom
"578631","23015",brown bread,"1","11/4/2011 14:37","2.62","",United Kingdom
"559704","23015",brown bread,"7","1/14/2011 9:13","3.88","17165.0",Germany
"539411","90024B",brown bread,"1","11/6/2011 11:21","2.68","15316.0",United Kingdom
"574700","23503",brown bread,"2","11/6/2011 12:07","3.58","",United Kingdom
"573492","23503",brown bread,"2","11/6/2011 12:20","7.94","15701.0",United Kingdom
"545085","23015",brown bread,"1","1/16/2011 12:35","3.27","17182.0",United Kingdom
"574043","23015",brown bread,"0","11/6/2011 12:40","7.35","",United Kingdom
"571628","23508",brown bread,"0","11/6/2011 12:44","4.59","",United Kingdom
C572551,"90024B",brown bread,-2,"11/6/2011 13:28","5.02","",United Kingdom
"581149","23484",brown bread,"1","11/6/2011 13:32","9.13","",United Kingdom
"540161","23015",brown bread,"3","11/6/2011 13:37","2.24","17320.0",United Kingdom
"580643","23503",brown bread,"2","11/6/2011 13:54","8.85","15723.0",United Kingdom
"571284","20678",brown bread,"9","11/6/2011 13:54","2.59","15656.0",United Kingdom
"541244","23503",brown bread,"1","11/6/2011 14:02","1.09","15130.0",United Kingdom
"565741","84997D",brown bread,"1","11/6/2011 14:08","2.88","15313.0",United Kingdom
"538515","23015",brown bread,"2","11/6/2011 14:29","1.45","",United Kingdom
"541424","23484",brown bread,"4","11/6/2011 15:02","3.32","17264.0",United Kingdom
"545895","23503",brown bread,"3","11/6/2011 16:01","1.21","",United Kingdom
"554293","20678",brown bread,"11","11/6/2011 16:07","0.75","17669.0",United Kingdom
"574154","71459",brown bread,"2","11/6/2011 9:34","8.14","16431.0",United Kingdom
"539738","23015",brown bread,"3","11/6/2011 9:34","3.31","15312.0",United Kingdom
"574679","90024B",brown bread,"0","11/7/2011 11:32","2.59","17403.0",United Kingdom
"573348","23015",brown bread,"0","11/7/2011 11:32","2.22","15289.0",United Kingdom
"580111","20678",brown bread,"2","11/7/2011 11:32","14.14","",United Kingdom
"574869","23015",brown bread,"1","11/7/2011 11:33","10.01","17987.0",United Kingdom
"574227","71459",brown bread,"2","11/7/2011 11:33","14.03","",United Kingdom
"573511","20678",brown bread,"0","11/7/2011 11:33","7.8","17147.0",United Kingdom
C581117,"23508",brown bread,"0","11/7/2011 12:06","19.01","",United Kingdom
"541219","23503",brown bread,"2","1/17/2011 12:31","3.13","17536.0",Germany
"545056","90024B",brown bread,"11","1/17/2011 13:08","2.98","16013.0",United Kingdom
"580519","23015",brown bread,"6","1/17/2011 13:23","2.31","16857.0",United Kingdom
"541139","23503",brown bread,"21","1/17/2011 13:23","0.85","16363.0",United Kingdom
"542611","23015",brown bread,"5","1/17/2011 13:23","3.22","17480.0",United Kingdom
"571240","23015",brown bread,"2","1/17/2011 14:27","2.69","17833.0",United Kingdom
"573363","23015",brown bread,"1","11/7/2011 15:07","3.66","",United Kingdom
"556241","23503",brown bread,"5","11/7/2011 15:07","2.25","",United Kingdom
"574693","23503",brown bread,"4","11/7/2011 15:10","4.35","",United Kingdom
"575384","90024B",brown bread,"3","11/7/2011 15:27","3.41","13982.0",United Kingdom
"574585","90024B",brown bread,"7","11/7/2011 16:16","7.4","17572.0",Japan
C549987,"23015",brown bread,"3","1/17/2011 17:48","4.0","17135.0",United Kingdom
